Lea State,LEA,School State,School,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,GARFIELD DISTRICT,UT,PANGUITCH SCHOOL,4.90E+11,2013,Total enrollment,,4,,0,2,10,0,277,2,295,41,0,2
UT,GRANITE DISTRICT,UT,BROCKBANK JR HIGH,4.90E+11,2009,Allegations - basis of race color or national origin,7,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,BROCKBANK JR HIGH,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,5,0,5,0,0,0
UT,GRANITE DISTRICT,UT,BROCKBANK JR HIGH,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,5,0,0,0,5,0,0,0
UT,GRANITE DISTRICT,UT,BROCKBANK JR HIGH,4.90E+11,2009,Total enrollment,,15,,20,40,205,15,655,0,950,170,5,220
UT,GRANITE DISTRICT,UT,TWIN PEAKS SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,TWIN PEAKS SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,TWIN PEAKS SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,0,0,0
UT,GRANITE DISTRICT,UT,TWIN PEAKS SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,2,0,0,2,0,0,0
UT,GRANITE DISTRICT,UT,TWIN PEAKS SCHOOL,4.90E+11,2015,Total enrollment,,7,,37,13,121,31,451,0,660,62,4,118
UT,CANYONS DISTRICT,UT,SANDY SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,SANDY SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,SANDY SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,SANDY SCHOOL,4.90E+11,2013,Total enrollment,,10,,7,4,181,4,334,22,562,53,4,88
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2009,Total enrollment,,0,20,,,15,5,955,,990,80,0,0
UT,CARBON DISTRICT,UT,SALLY MAURO SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CARBON DISTRICT,UT,SALLY MAURO SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CARBON DISTRICT,UT,SALLY MAURO SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CARBON DISTRICT,UT,SALLY MAURO SCHOOL,4.90E+11,2013,Total enrollment,,4,,4,2,79,0,352,2,443,95,0,13
UT,BOX ELDER DISTRICT,UT,PARK VALLEY SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,PARK VALLEY SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,BOX ELDER DISTRICT,UT,PARK VALLEY SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,BOX ELDER DISTRICT,UT,PARK VALLEY SCHOOL,4.90E+11,2009,Total enrollment,,0,0,,,5,0,10,,15,0,0,0
UT,ALPINE DISTRICT,UT,PLEASANT GROVE HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,PLEASANT GROVE HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,PLEASANT GROVE HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,PLEASANT GROVE HIGH,4.90E+11,2013,Total enrollment,,4,,19,25,163,19,1654,43,1927,170,31,31
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2009,Total enrollment,,5,50,,,80,10,1140,,1295,105,10,75
UT,CACHE DISTRICT,UT,MOUNTAINSIDE SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,MOUNTAINSIDE SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,MOUNTAINSIDE SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,MOUNTAINSIDE SCHOOL,4.90E+11,2013,Total enrollment,,0,,2,7,10,7,430,10,466,86,4,7
UT,GRANITE DISTRICT,UT,THOMAS JEFFERSON JR HIGH,4.90E+11,2015,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,THOMAS JEFFERSON JR HIGH,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,THOMAS JEFFERSON JR HIGH,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,2,0,2,0,4,0,0,0
UT,GRANITE DISTRICT,UT,THOMAS JEFFERSON JR HIGH,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,0,0,0,2,0,0,0
UT,GRANITE DISTRICT,UT,THOMAS JEFFERSON JR HIGH,4.90E+11,2015,Total enrollment,,10,,16,43,262,19,664,13,1027,110,7,244
UT,AMERICAN PREPARATORY ACADEMY--LEA,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW AMERICANS,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,AMERICAN PREPARATORY ACADEMY--LEA,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW AMERICANS,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,AMERICAN PREPARATORY ACADEMY--LEA,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW AMERICANS,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN PREPARATORY ACADEMY--LEA,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW AMERICANS,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN PREPARATORY ACADEMY--LEA,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW AMERICANS,4.90E+11,2015,Total enrollment,,0,,43,25,343,31,133,4,579,80,4,130
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,3,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,5,0,0,0,5,0,0,5
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,5,0,0,0
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2009,Total enrollment,,5,,35,40,195,15,370,15,680,90,0,170
UT,CACHE DISTRICT,UT,NORTH CACHE CENTER,4.90E+11,2009,Allegations - basis of race color or national origin,5,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,NORTH CACHE CENTER,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,5,0,5,,5,0,0,0
UT,CACHE DISTRICT,UT,NORTH CACHE CENTER,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,5,0,0,,5,0,0,0
UT,CACHE DISTRICT,UT,NORTH CACHE CENTER,4.90E+11,2009,Total enrollment,,5,10,,,70,15,955,,1050,85,5,45
UT,GRANITE DISTRICT,UT,SPRING LANE SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,3,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,SPRING LANE SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,SPRING LANE SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,5,0,5,0,0,0
UT,GRANITE DISTRICT,UT,SPRING LANE SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,4,2,0,6,0,0,0
UT,GRANITE DISTRICT,UT,SPRING LANE SCHOOL,4.90E+11,2015,Total enrollment,,10,,49,10,70,40,502,0,681,44,4,43
UT,DAGGETT DISTRICT,UT,FLAMING GORGE SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAGGETT DISTRICT,UT,FLAMING GORGE SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAGGETT DISTRICT,UT,FLAMING GORGE SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAGGETT DISTRICT,UT,FLAMING GORGE SCHOOL,4.90E+11,2009,Total enrollment,,0,0,,,0,0,20,,20,0,0,0
UT,CANYONS DISTRICT,UT,CANYON VIEW SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,CANYON VIEW SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,CANYON VIEW SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,CANYON VIEW SCHOOL,4.90E+11,2013,Total enrollment,,0,,7,2,28,4,379,25,445,35,0,2
UT,CARBON DISTRICT,UT,CASTLE HEIGHTS SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CARBON DISTRICT,UT,CASTLE HEIGHTS SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CARBON DISTRICT,UT,CASTLE HEIGHTS SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CARBON DISTRICT,UT,CASTLE HEIGHTS SCHOOL,4.90E+11,2013,Total enrollment,,10,,2,2,37,4,496,0,551,83,0,10
UT,DUCHESNE DISTRICT,UT,CON AMORE SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,UT,CON AMORE SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DUCHESNE DISTRICT,UT,CON AMORE SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DUCHESNE DISTRICT,UT,CON AMORE SCHOOL,4.90E+11,2009,Total enrollment,,10,0,,,15,0,125,,150,150,0,0
UT,ALPINE DISTRICT,UT,HORIZON SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,HORIZON SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,HORIZON SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,HORIZON SCHOOL,4.90E+11,2013,Total enrollment,,2,,2,2,7,0,25,0,38,35,0,2
UT,ALPINE DISTRICT,UT,LEHI HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,LEHI HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,LEHI HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,LEHI HIGH,4.90E+11,2013,Total enrollment,,13,,22,28,136,13,1936,37,2185,197,43,31
UT,CANYONS DISTRICT,UT,ALTARA SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,ALTARA SCHOOL,4.90E+11,2015,Allegations - basis of religion,10,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,ALTARA SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,ALTARA SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,ALTARA SCHOOL,4.90E+11,2015,Total enrollment,,0,,4,2,52,4,454,31,547,47,2,16
UT,DAVIS DISTRICT,UT,HOLT SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,3,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,HOLT SCHOOL,4.90E+11,2013,Allegations - basis of religion,3,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,HOLT SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,2,4,0,0,0
UT,DAVIS DISTRICT,UT,HOLT SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,2,2,4,0,0,0
UT,DAVIS DISTRICT,UT,HOLT SCHOOL,4.90E+11,2013,Total enrollment,,2,,7,7,145,7,391,22,581,95,7,67
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),UT,BEEHIVE SCIENCE & TECHNOLOGY ACADEMY (BSTA),4.90E+11,2015,Total enrollment,,4,,31,2,43,4,232,4,320,65,10,7
UT,DAVIS DISTRICT,UT,HILL FIELD SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,HILL FIELD SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,HILL FIELD SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,HILL FIELD SCHOOL,4.90E+11,2009,Total enrollment,,5,30,,,55,40,390,,525,155,5,40
UT,BOX ELDER DISTRICT,UT,LAKE VIEW SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,LAKE VIEW SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,LAKE VIEW SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,LAKE VIEW SCHOOL,4.90E+11,2013,Total enrollment,,10,,4,7,106,4,418,13,562,68,0,58
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2015,Total enrollment,,19,,28,25,205,34,562,0,873,104,0,196
UT,GRAND DISTRICT,UT,HELEN M. KNIGHT SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRAND DISTRICT,UT,HELEN M. KNIGHT SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRAND DISTRICT,UT,HELEN M. KNIGHT SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRAND DISTRICT,UT,HELEN M. KNIGHT SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRAND DISTRICT,UT,HELEN M. KNIGHT SCHOOL,4.90E+11,2015,Total enrollment,,46,,7,4,145,4,556,7,769,146,0,88
UT,ALPINE DISTRICT,UT,WILLOWCREEK MIDDLE,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,WILLOWCREEK MIDDLE,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,WILLOWCREEK MIDDLE,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,WILLOWCREEK MIDDLE,4.90E+11,2011,Total enrollment,,16,,16,16,76,10,1102,10,1246,158,19,31
UT,CARBON DISTRICT,UT,MONT HARMON JR HIGH,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CARBON DISTRICT,UT,MONT HARMON JR HIGH,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,CARBON DISTRICT,UT,MONT HARMON JR HIGH,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,CARBON DISTRICT,UT,MONT HARMON JR HIGH,4.90E+11,2009,Total enrollment,,5,0,,,65,10,460,,535,280,0,5
UT,DAVIS DISTRICT,UT,WOODS CROSS SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,WOODS CROSS SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,WOODS CROSS SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,WOODS CROSS SCHOOL,4.90E+11,2009,Total enrollment,,0,25,,,45,10,690,,770,100,0,45
UT,GRANITE DISTRICT,UT,PLEASANT GREEN SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,PLEASANT GREEN SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,2,0,0,0,2,0,0,0
UT,GRANITE DISTRICT,UT,PLEASANT GREEN SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,2,0,0,4,0,0,0
UT,GRANITE DISTRICT,UT,PLEASANT GREEN SCHOOL,4.90E+11,2011,Total enrollment,,10,,7,25,163,19,385,2,611,137,0,124
UT,CANYONS DISTRICT,UT,MIDVALE MIDDLE,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,MIDVALE MIDDLE,4.90E+11,2015,Allegations - basis of religion,17,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,MIDVALE MIDDLE,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,MIDVALE MIDDLE,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,MIDVALE MIDDLE,4.90E+11,2015,Total enrollment,,10,,58,13,343,22,280,34,760,101,4,172
UT,ALPINE DISTRICT,UT,CHERRY HILL SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,CHERRY HILL SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,CHERRY HILL SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,CHERRY HILL SCHOOL,4.90E+11,2013,Total enrollment,,22,,7,22,214,7,415,22,709,77,11,121
UT,DAVIS DISTRICT,UT,SOUTH CLEARFIELD SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,SOUTH CLEARFIELD SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,SOUTH CLEARFIELD SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,SOUTH CLEARFIELD SCHOOL,4.90E+11,2011,Total enrollment,,10,,13,10,139,25,457,7,661,146,2,73
UT,CARBON DISTRICT,UT,BRUIN POINT SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CARBON DISTRICT,UT,BRUIN POINT SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,CARBON DISTRICT,UT,BRUIN POINT SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CARBON DISTRICT,UT,BRUIN POINT SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CARBON DISTRICT,UT,BRUIN POINT SCHOOL,4.90E+11,2015,Total enrollment,,0,,0,0,16,2,106,0,124,26,0,0
UT,CARBON DISTRICT,UT,CARBON HIGH,4.90E+11,2009,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,CARBON DISTRICT,UT,CARBON HIGH,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,CARBON DISTRICT,UT,CARBON HIGH,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,CARBON DISTRICT,UT,CARBON HIGH,4.90E+11,2009,Total enrollment,,10,5,,,80,5,485,,585,330,0,0
UT,DAVIS DISTRICT,UT,CLEARFIELD HIGH,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,CLEARFIELD HIGH,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,CLEARFIELD HIGH,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,CLEARFIELD HIGH,4.90E+11,2009,Total enrollment,,15,40,,,185,35,1135,,1405,170,5,125
UT,GRANITE DISTRICT,UT,BRIDGER SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,6,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,BRIDGER SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,5,0,5,0,0,0
UT,GRANITE DISTRICT,UT,BRIDGER SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,5,0,5,0,0,0
UT,GRANITE DISTRICT,UT,BRIDGER SCHOOL,4.90E+11,2009,Total enrollment,,15,,10,10,225,10,425,0,700,65,0,175
UT,DAVIS DISTRICT,UT,EAST LAYTON SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,EAST LAYTON SCHOOL,4.90E+11,2013,Allegations - basis of religion,1,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,EAST LAYTON SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,2,0,0
